uid,age,brand,car_type,fuel,id,mileage,mileage_per_year,name,power,price_model,price_usd_est,price_usd_final,source,source_file,trans,year,price_per_hp,price_per_mile
753,5.0,Audi,Other,Diesel,842.0,1500.0,300.0,Audi A5 Sportback,542.0,0.49,161006.03712000002,161006.03712000002,main,cars_with_price_est_20k.csv,Automatic,2020.0,297.0591090774908,107.33735808000002
754,11.0,Chevrolet,Hatchback,Diesel,844.0,120000.0,10909.09090909091,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,542.0,0.49,56565.216,56565.216,main,cars_with_price_est_20k.csv,Manual,2014.0,104.36386715867158,0.4713768
755,11.0,BMW,Other,Diesel,847.0,47000.0,4272.727272727273,BMW 7 Series Signature 730Ld,542.0,0.49,68751.15408,68751.15408,main,cars_with_price_est_20k.csv,Automatic,2014.0,126.84714774907748,1.4627905123404255
756,10.0,Hyundai,Other,Diesel,850.0,58000.0,5800.0,Hyundai Grand i10 CRDi Sportz,542.0,0.49,67697.3952,67697.3952,main,cars_with_price_est_20k.csv,Manual,2015.0,124.90294317343174,1.1671964689655172
757,6.0,Mahindra,Other,Diesel,853.0,10000.0,1666.6666666666667,Mahindra XUV300 W8 Option Diesel BSIV,542.0,0.49,76021.6608,76021.6608,main,cars_with_price_est_20k.csv,Manual,2019.0,140.2613667896679,7.60216608
758,8.0,Toyota,Other,Diesel,854.0,25000.0,3125.0,Toyota Innova Crysta 2.4 VX MT BSIV,542.0,0.49,79523.64000000001,79523.64000000001,main,cars_with_price_est_20k.csv,Manual,2017.0,146.7225830258303,3.1809456000000007
759,11.0,Hyundai,Other,Petrol,857.0,42000.0,3818.181818181818,Hyundai EON Magna Plus,542.0,0.49,66087.7056,66087.7056,main,cars_with_price_est_20k.csv,Manual,2014.0,121.93303616236163,1.5735168
760,8.0,Honda,Other,Diesel,859.0,116000.0,14500.0,Honda Mobilio E i DTEC,542.0,0.49,66562.4736,66562.4736,main,cars_with_price_est_20k.csv,Manual,2017.0,122.80899188191881,0.5738144275862068
761,10.0,Maruti,Other,Petrol,861.0,66000.0,6600.0,Maruti Ciaz ZXi Plus,542.0,0.49,56666.49983999999,56666.49983999999,main,cars_with_price_est_20k.csv,Manual,2015.0,104.5507377121771,0.8585833309090908
762,15.0,Mahindra,Other,Diesel,862.0,110000.0,7333.333333333333,Mahindra Scorpio LX,542.0,0.49,38202.9984,38202.9984,main,cars_with_price_est_20k.csv,Manual,2010.0,70.485236900369,0.34729998545454543
763,11.0,Fiat,Other,Diesel,863.0,70000.0,6363.636363636364,Fiat Grande Punto EVO 1.3 Dynamic,542.0,0.49,53268.9696,53268.9696,main,cars_with_price_est_20k.csv,Manual,2014.0,98.28223173431734,0.76098528
764,10.0,Hyundai,Other,Diesel,864.0,60000.0,6000.0,Hyundai Creta 1.6 CRDi SX Option,542.0,0.49,67439.66399999999,67439.66399999999,main,cars_with_price_est_20k.csv,Manual,2015.0,124.42742435424353,1.1239943999999997
765,18.0,Ford,Other,Diesel,865.0,110000.0,6111.111111111111,Ford Endeavour Hurricane Limited Edition,542.0,0.49,39166.0992,39166.0992,main,cars_with_price_est_20k.csv,Automatic,2007.0,72.26217564575646,0.35605544727272725
766,11.0,Tata,Other,Diesel,866.0,25000.0,2272.7272727272725,Tata Indica Vista TDI LS,542.0,0.49,57938.65200000001,57938.65200000001,main,cars_with_price_est_20k.csv,Manual,2014.0,106.89788191881921,2.3175460800000005
767,14.0,Hyundai,Other,Petrol,869.0,110000.0,7857.142857142857,Hyundai i10 Era 1.1 iTech SE,542.0,0.49,48155.04,48155.04,main,cars_with_price_est_20k.csv,Manual,2011.0,88.8469372693727,0.4377730909090909
768,7.0,Maruti,Other,Diesel,870.0,26350.0,3764.285714285714,Maruti Vitara Brezza VDi Option,542.0,0.49,70642.68631199999,70642.68631199999,main,cars_with_price_est_20k.csv,Manual,2018.0,130.33705961623613,2.6809368619354834
769,13.0,Mahindra,Other,Diesel,871.0,90000.0,6923.076923076923,Mahindra Scorpio SLE BSIV,542.0,0.49,45505.3824,45505.3824,main,cars_with_price_est_20k.csv,Manual,2012.0,83.95827011070111,0.5056153600000001
770,19.0,Tata,Other,Petrol,874.0,60000.0,3157.894736842105,Tata Indica LSI,542.0,0.49,34997.636159999995,34997.636159999995,main,cars_with_price_est_20k.csv,Manual,2006.0,64.57128442804427,0.5832939359999999
771,13.0,Hyundai,Other,Petrol,875.0,70000.0,5384.615384615385,Hyundai EON Era Plus,542.0,0.49,55706.112,55706.112,main,cars_with_price_est_20k.csv,Manual,2012.0,102.77880442804428,0.7958016
772,24.0,Hyundai,Other,Petrol,877.0,70000.0,2916.6666666666665,Hyundai Santro LE zipPlus,542.0,0.49,29942.0352,29942.0352,main,cars_with_price_est_20k.csv,Manual,2001.0,55.2436073800738,0.42774335999999996
773,8.0,Hyundai,Other,Petrol,878.0,26500.0,3312.5,Hyundai Grand i10 1.2 Kappa Asta,542.0,0.49,79309.9944,79309.9944,main,cars_with_price_est_20k.csv,Manual,2017.0,146.3284029520295,2.9928299773584905
774,5.0,Hyundai,Other,Diesel,879.0,10000.0,2000.0,Hyundai Creta 1.4 EX Diesel,542.0,0.49,93325.824,93325.824,main,cars_with_price_est_20k.csv,Manual,2020.0,172.18786715867157,9.3325824
775,18.0,Maruti,Other,Petrol,881.0,52000.0,2888.8888888888887,Maruti Alto LX,542.0,0.49,37370.526624,37370.526624,main,cars_with_price_est_20k.csv,Manual,2007.0,68.94931111439114,0.7186639735384615
776,12.0,Hyundai,Hatchback,Diesel,882.0,90000.0,7500.0,Hyundai i20 Asta 1.4 CRDi,542.0,0.49,56881.728,56881.728,main,cars_with_price_est_20k.csv,Manual,2013.0,104.94783763837638,0.6320192
777,14.0,Tata,Other,Diesel,883.0,60000.0,4285.714285714285,Tata Indigo LX,542.0,0.49,45255.564,45255.564,main,cars_with_price_est_20k.csv,Manual,2011.0,83.49735055350553,0.7542594
778,7.0,Ford,Other,Petrol,884.0,35000.0,5000.0,Ford Figo Aspire 1.2 Ti-VCT Trend,542.0,0.49,81818.352,81818.352,main,cars_with_price_est_20k.csv,Manual,2018.0,150.95636900369004,2.3376672
779,13.0,Mahindra,Other,Diesel,885.0,71042.0,5464.769230769231,Mahindra XUV500 W8 4WD,542.0,0.49,47254.08045312,47254.08045312,main,cars_with_price_est_20k.csv,Manual,2012.0,87.18465028250922,0.6651569557884068
780,13.0,Mitsubishi,Other,Diesel,886.0,167870.0,12913.076923076924,Mitsubishi Pajero Sport 4X4,542.0,0.49,47339.6870016,47339.6870016,main,cars_with_price_est_20k.csv,Manual,2012.0,87.34259594391145,0.28200206708524456
781,14.0,Ford,Other,Diesel,887.0,133564.0,9540.285714285714,Ford Fiesta 1.5 TDCi Titanium,542.0,0.49,45757.732896,45757.732896,main,cars_with_price_est_20k.csv,Manual,2011.0,84.42386143173432,0.3425903154742296
782,12.0,BMW,Sedan,Diesel,888.0,40000.0,3333.333333333333,BMW 3 Series 320d Sport,542.0,0.49,65779.1064,65779.1064,main,cars_with_price_est_20k.csv,Automatic,2013.0,121.36366494464946,1.6444776600000002
783,7.0,Honda,Other,Petrol,889.0,23038.0,3291.1428571428573,Honda City i-VTEC CVT ZX,542.0,0.49,83603.23551359998,83603.23551359998,main,cars_with_price_est_20k.csv,Automatic,2018.0,154.24951201771214,3.628927663581907
784,14.0,Chevrolet,Other,Diesel,890.0,70000.0,5000.0,Chevrolet Beat Diesel LS,542.0,0.49,52224.48,52224.48,main,cars_with_price_est_20k.csv,Manual,2011.0,96.35512915129152,0.7460640000000001
785,8.0,BMW,Sedan,Diesel,891.0,30000.0,3750.0,BMW 3 Series GT Luxury Line,542.0,0.49,82752.0624,82752.0624,main,cars_with_price_est_20k.csv,Automatic,2017.0,152.67908191881918,2.7584020799999998
786,8.0,Maruti,Other,Petrol,892.0,43608.0,5451.0,Maruti Baleno Delta 1.2,542.0,0.49,65342.30084928,65342.30084928,main,cars_with_price_est_20k.csv,Manual,2017.0,120.55775064442804,1.498401688893781
787,7.0,Maruti,Other,Petrol,893.0,11212.0,1601.7142857142858,Maruti Baleno Alpha CVT,542.0,0.49,72562.65217344,72562.65217344,main,cars_with_price_est_20k.csv,Automatic,2018.0,133.87943205431733,6.4718740789725295
788,12.0,Hyundai,Hatchback,Diesel,894.0,52000.0,4333.333333333333,Hyundai i20 1.4 Magna Executive,542.0,0.49,61263.1584,61263.1584,main,cars_with_price_est_20k.csv,Manual,2013.0,113.03165756457565,1.1781376615384616
789,9.0,Maruti,Other,Petrol,895.0,49217.0,5468.555555555556,Maruti Baleno Zeta,542.0,0.49,61584.0405264,61584.0405264,main,cars_with_price_est_20k.csv,Manual,2016.0,113.62369100811809,1.251275789389845
790,22.0,Honda,Other,Petrol,898.0,90000.0,4090.909090909091,Honda City VTEC,542.0,0.49,32790.6432,32790.6432,main,cars_with_price_est_20k.csv,Manual,2003.0,60.49934169741697,0.36434047999999997
791,14.0,Maruti,Hatchback,Diesel,899.0,190000.0,13571.42857142857,Maruti Swift Dzire VDi,542.0,0.49,34013.736,34013.736,main,cars_with_price_est_20k.csv,Manual,2011.0,62.75597047970479,0.17901966315789472
792,9.0,Ford,Other,Diesel,900.0,106000.0,11777.777777777776,Ford Endeavour 3.2 Titanium AT 4X4,542.0,0.49,64749.312,64749.312,main,cars_with_price_est_20k.csv,Automatic,2016.0,119.46367527675277,0.6108425660377358
793,11.0,Nissan,Other,Diesel,902.0,80000.0,7272.727272727273,Nissan Terrano XL Plus 85 PS,542.0,0.49,61448.544,61448.544,main,cars_with_price_est_20k.csv,Manual,2014.0,113.37369741697417,0.7681068
794,12.0,Ford,Other,Diesel,905.0,60000.0,5000.0,Ford Ecosport 1.5 DV5 MT Ambiente,542.0,0.49,60340.752,60340.752,main,cars_with_price_est_20k.csv,Manual,2013.0,111.32980073800738,1.0056792
795,15.0,Skoda,Other,Diesel,906.0,130000.0,8666.666666666666,Skoda Laura Elegance 1.9 TDI AT,542.0,0.49,43045.632,43045.632,main,cars_with_price_est_20k.csv,Automatic,2010.0,79.4199852398524,0.3311202461538461
796,8.0,Hyundai,Other,Petrol,907.0,28838.0,3604.75,Hyundai EON 1.0 Era Plus,542.0,0.49,78976.9921248,78976.9921248,main,cars_with_price_est_20k.csv,Manual,2017.0,145.71400761033212,2.7386431834662597
797,17.0,Tata,Other,Petrol,908.0,200000.0,11764.70588235294,Tata Indica GLS BS IV,542.0,0.49,28287.1296,28287.1296,main,cars_with_price_est_20k.csv,Manual,2008.0,52.19027601476015,0.141435648
798,11.0,Maruti,Other,Petrol,910.0,50000.0,4545.454545454545,Maruti Alto 800 LXI Airbag,542.0,0.49,55344.38399999999,55344.38399999999,main,cars_with_price_est_20k.csv,Manual,2014.0,102.11140959409592,1.1068876799999998
799,15.0,Mahindra,Other,Diesel,911.0,190000.0,12666.666666666666,Mahindra Bolero SLX 2WD,542.0,0.49,31746.1536,31746.1536,main,cars_with_price_est_20k.csv,Manual,2010.0,58.572239114391145,0.16708501894736844
800,11.0,Mahindra,Other,Diesel,913.0,135000.0,12272.727272727272,Mahindra Scorpio 1.99 S10,542.0,0.49,46523.8728,46523.8728,main,cars_with_price_est_20k.csv,Manual,2014.0,85.8374036900369,0.34462128
801,10.0,Mahindra,Other,Diesel,914.0,50000.0,5000.0,Mahindra Bolero Power Plus Plus AC BSIV PS,542.0,0.49,58419.07199999999,58419.07199999999,main,cars_with_price_est_20k.csv,Manual,2015.0,107.78426568265681,1.1683814399999999
802,11.0,Skoda,Other,Diesel,915.0,135000.0,12272.727272727272,Skoda Octavia Elegance 2.0 TDI AT,542.0,0.49,54733.968,54733.968,main,cars_with_price_est_20k.csv,Automatic,2014.0,100.98518081180812,0.4054368
803,7.0,Honda,Other,Diesel,917.0,19571.0,2795.8571428571427,Honda Jazz 1.5 VX i DTEC,542.0,0.49,84120.5562912,84120.5562912,main,cars_with_price_est_20k.csv,Manual,2018.0,155.20397839704796,4.298224735128507
804,7.0,Honda,Other,Petrol,918.0,29600.0,4228.571428571428,Honda City i-VTEC ZX,542.0,0.49,82624.10111999999,82624.10111999999,main,cars_with_price_est_20k.csv,Manual,2018.0,152.44299099630996,2.7913547675675674
805,7.0,Maruti,Other,Diesel,920.0,15000.0,2142.8571428571427,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,542.0,0.49,72082.21680000001,72082.21680000001,main,cars_with_price_est_20k.csv,Automatic,2018.0,132.99301992619928,4.8054811200000005
806,8.0,Renault,Other,Diesel,922.0,13500.0,1687.5,Renault Captur 1.5 Diesel RXT,542.0,0.49,81161.58959999999,81161.58959999999,main,cars_with_price_est_20k.csv,Manual,2017.0,149.74463025830258,6.0119696
807,7.0,Audi,Sedan,Petrol,923.0,22000.0,3142.8571428571427,Audi A4 30 TFSI Technology,542.0,0.49,142388.80128,142388.80128,main,cars_with_price_est_20k.csv,Automatic,2018.0,262.7099654612546,6.472218240000001
808,7.0,Honda,Other,Diesel,924.0,25000.0,3571.428571428572,Honda Amaze VX Diesel BSIV,542.0,0.49,83310.48000000001,83310.48000000001,main,cars_with_price_est_20k.csv,Manual,2018.0,153.70937269372695,3.3324192000000004
809,15.0,Toyota,Other,Petrol,925.0,80000.0,5333.333333333333,Toyota Corolla Altis 1.8 VL AT,542.0,0.49,47793.312,47793.312,main,cars_with_price_est_20k.csv,Automatic,2010.0,88.17954243542435,0.5974164
810,7.0,Honda,Other,Petrol,926.0,39000.0,5571.428571428572,Honda Amaze VX Petrol BSIV,542.0,0.49,81221.5008,81221.5008,main,cars_with_price_est_20k.csv,Manual,2018.0,149.85516752767526,2.0826025846153846
811,7.0,Honda,Other,Diesel,928.0,49000.0,7000.0,Honda Amaze VX Diesel BSIV,542.0,0.49,79729.3728,79729.3728,main,cars_with_price_est_20k.csv,Manual,2018.0,147.10216383763836,1.627130057142857
812,7.0,Honda,Other,Petrol,929.0,48600.0,6942.857142857143,Honda Amaze VX i-VTEC,542.0,0.49,79789.05792,79789.05792,main,cars_with_price_est_20k.csv,Manual,2018.0,147.21228398523988,1.6417501629629632
813,9.0,Mahindra,Other,Petrol,931.0,25000.0,2777.777777777778,Mahindra KUV 100 mFALCON G80 K2,542.0,0.49,64376.28,64376.28,main,cars_with_price_est_20k.csv,Manual,2016.0,118.77542435424354,2.5750512
814,10.0,Renault,Other,Diesel,934.0,35000.0,3500.0,Renault Lodgy 85PS RxL,542.0,0.49,70661.30399999999,70661.30399999999,main,cars_with_price_est_20k.csv,Manual,2015.0,130.37140959409592,2.0188943999999998
815,10.0,Audi,Other,Diesel,935.0,127643.0,12764.3,Audi Q3 2.0 TDI Quattro Premium Plus,542.0,0.49,99828.77397264,99828.77397264,main,cars_with_price_est_20k.csv,Automatic,2015.0,184.1859298388192,0.7820936046053446
816,7.0,Tata,Other,Petrol,936.0,54000.0,7714.285714285715,Tata Zest Revotron 1.2T XMS,542.0,0.49,67135.81248,67135.81248,main,cars_with_price_est_20k.csv,Manual,2018.0,123.86681269372693,1.2432557866666665
817,11.0,Audi,Other,Diesel,937.0,102354.0,9304.90909090909,Audi A6 2.0 TDI Design Edition,542.0,0.49,99823.14345024,99823.14345024,main,cars_with_price_est_20k.csv,Automatic,2014.0,184.175541421107,0.9752734963972096
818,11.0,Audi,SUV,Petrol,938.0,62237.0,5657.909090909091,Audi Q5 2.0 TFSI Quattro Premium Plus,542.0,0.49,108149.08339872002,108149.08339872002,main,cars_with_price_est_20k.csv,Automatic,2014.0,199.53705424118084,1.737697565736138
819,20.0,Hyundai,Other,Petrol,939.0,90000.0,4500.0,Hyundai Santro Xing XL eRLX Euro III,542.0,0.49,36805.824,36805.824,main,cars_with_price_est_20k.csv,Manual,2005.0,67.90742435424355,0.40895360000000003
820,7.0,Ford,Other,Diesel,940.0,21394.0,3056.285714285714,Ford EcoSport 1.5 TDCi Titanium BSIV,542.0,0.49,83848.54135680001,83848.54135680001,main,cars_with_price_est_20k.csv,Manual,2018.0,154.70210582435425,3.919254994708797
821,10.0,Datsun,Other,Petrol,941.0,32686.0,3268.6,Datsun GO T Petrol,542.0,0.49,74507.47394832,74507.47394832,main,cars_with_price_est_20k.csv,Manual,2015.0,137.4676641112915,2.279491952160558
822,19.0,Mahindra,Other,Diesel,942.0,1001.0,52.68421052631579,Mahindra Jeep CJ 500 DI,542.0,0.49,38943.162661536,38943.162661536,main,cars_with_price_est_20k.csv,Manual,2006.0,71.85085361907011,38.904258403132864
823,8.0,Renault,Other,Diesel,943.0,22000.0,2750.0,Renault Pulse RxZ,542.0,0.49,79950.93119999999,79950.93119999999,main,cars_with_price_est_20k.csv,Manual,2017.0,147.5109431734317,3.634133236363636
824,8.0,Hyundai,Other,Petrol,944.0,53261.0,6657.625,Hyundai Grand i10 Magna,542.0,0.49,75498.4144656,75498.4144656,main,cars_with_price_est_20k.csv,Manual,2017.0,139.29596764870848,1.4175177797187435
825,9.0,Land,Other,Diesel,945.0,53000.0,5888.888888888889,Land Rover Discovery Sport SD4 HSE Luxury,542.0,0.49,75535.58880000001,75535.58880000001,main,cars_with_price_est_20k.csv,Automatic,2016.0,139.36455498154984,1.4251997886792456
826,7.0,Renault,Other,Petrol,946.0,10000.0,1428.571428571429,Renault KWID 1.0 RXT Optional,542.0,0.49,85548.67199999999,85548.67199999999,main,cars_with_price_est_20k.csv,Manual,2018.0,157.83887822878228,8.554867199999999
827,8.0,Maruti,Other,Diesel,947.0,14000.0,1750.0,Maruti Baleno Alpha 1.3,542.0,0.49,68926.81824,68926.81824,main,cars_with_price_est_20k.csv,Manual,2017.0,127.17125136531364,4.923344159999999
828,8.0,Volkswagen,Other,Petrol,948.0,44000.0,5500.0,Volkswagen Polo 2015-2019 1.2 MPI Highline,542.0,0.49,76817.4624,76817.4624,main,cars_with_price_est_20k.csv,Manual,2017.0,141.72963542435426,1.7458514181818183
829,11.0,Toyota,Other,Diesel,949.0,39895.0,3626.818181818182,Toyota Etios VD,542.0,0.49,66344.690736,66344.690736,main,cars_with_price_est_20k.csv,Manual,2014.0,122.40717847970481,1.6629825977190125
830,8.0,Chevrolet,Other,Diesel,950.0,73000.0,9125.0,Chevrolet Cruze LTZ AT,542.0,0.49,72686.9808,72686.9808,main,cars_with_price_est_20k.csv,Automatic,2017.0,134.10882066420666,0.9957120657534247
831,11.0,Honda,Other,Petrol,951.0,17000.0,1545.4545454545455,Honda City i-VTEC SV,542.0,0.49,69139.7856,69139.7856,main,cars_with_price_est_20k.csv,Manual,2014.0,127.56418007380074,4.067046211764706
832,8.0,Volkswagen,Other,Petrol,952.0,18591.0,2323.875,Volkswagen Polo 2015-2019 1.2 MPI Highline,542.0,0.49,80436.4764336,80436.4764336,main,cars_with_price_est_20k.csv,Manual,2017.0,148.40678308782287,4.326635276940455
833,8.0,Tata,Other,Diesel,953.0,26766.0,3345.75,Tata Nexon 1.5 Revotorq XZ,542.0,0.49,67381.29172655998,67381.29172655998,main,cars_with_price_est_20k.csv,Manual,2017.0,124.3197264327675,2.517421046348352
834,9.0,Tata,Other,Diesel,955.0,42000.0,4666.666666666667,Tata Sumo Gold EX,542.0,0.49,62416.1664,62416.1664,main,cars_with_price_est_20k.csv,Manual,2016.0,115.15897859778597,1.4860992
835,11.0,Honda,Other,Diesel,956.0,110000.0,10000.0,Honda City i DTEC VX,542.0,0.49,57786.048,57786.048,main,cars_with_price_est_20k.csv,Manual,2014.0,106.61632472324723,0.5253277090909091
836,20.0,Tata,Other,Diesel,957.0,100000.0,5000.0,Tata Indica DLE,542.0,0.49,30650.795999999995,30650.795999999995,main,cars_with_price_est_20k.csv,Manual,2005.0,56.55128413284132,0.30650795999999997
837,19.0,Tata,Other,Diesel,958.0,300000.0,15789.473684210529,Tata Indica DLS,542.0,0.49,22291.488,22291.488,main,cars_with_price_est_20k.csv,Manual,2006.0,41.128206642066424,0.07430496
838,16.0,Tata,Other,Diesel,959.0,110000.0,6875.0,Tata Indigo LX,542.0,0.49,36565.727040000005,36565.727040000005,main,cars_with_price_est_20k.csv,Manual,2009.0,67.46444103321033,0.33241570036363643
839,7.0,Ford,Other,Diesel,960.0,27620.0,3945.714285714286,Ford EcoSport 1.5 TDCi Titanium BSIV,542.0,0.49,82919.542464,82919.542464,main,cars_with_price_est_20k.csv,Manual,2018.0,152.98808572693727,3.0021557734974658
840,10.0,Ford,Other,Petrol,961.0,70000.0,7000.0,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,542.0,0.49,66151.008,66151.008,main,cars_with_price_est_20k.csv,Manual,2015.0,122.04983025830259,0.9450144
841,13.0,Honda,Other,Petrol,962.0,50000.0,3846.153846153846,Honda City S,542.0,0.49,57876.48,57876.48,main,cars_with_price_est_20k.csv,Manual,2012.0,106.78317343173433,1.1575296000000002
842,11.0,Mercedes-Benz,Sedan,Diesel,964.0,46000.0,4181.818181818182,Mercedes-Benz New C-Class C 220 CDI Grand Edition,542.0,0.49,111518.93376,111518.93376,main,cars_with_price_est_20k.csv,Automatic,2014.0,205.75449033210333,2.4243246469565216
843,13.0,Toyota,Other,Diesel,965.0,82000.0,6307.692307692308,Toyota Innova 2.5 VX 8 STR,542.0,0.49,54403.891200000005,54403.891200000005,main,cars_with_price_est_20k.csv,Manual,2012.0,100.37618302583027,0.6634620878048781
844,9.0,Maruti,Other,Petrol,966.0,120000.0,13333.333333333334,Maruti Omni MPI STD BSIV,542.0,0.49,53422.704,53422.704,main,cars_with_price_est_20k.csv,Manual,2016.0,98.56587453874539,0.4451892
845,15.0,Tata,Other,Petrol,967.0,70000.0,4666.666666666667,Tata Indica GLS BS IV,542.0,0.49,41431.4208,41431.4208,main,cars_with_price_est_20k.csv,Manual,2010.0,76.44173579335794,0.59187744
846,12.0,Mahindra,Other,Diesel,969.0,200000.0,16666.666666666668,Mahindra Xylo D4 BSIV,542.0,0.49,37568.844,37568.844,main,cars_with_price_est_20k.csv,Manual,2013.0,69.31521033210332,0.18784421999999998
847,14.0,Toyota,Other,Diesel,970.0,120000.0,8571.42857142857,Toyota Innova Crysta 2.5 VX BS IV,542.0,0.49,47137.68000000001,47137.68000000001,main,cars_with_price_est_20k.csv,Manual,2011.0,86.96988929889301,0.39281400000000005
848,20.0,Toyota,Other,Diesel,972.0,223000.0,11150.0,Toyota Innova 2.5 V Diesel 7-seater,542.0,0.49,26883.1728,26883.1728,main,cars_with_price_est_20k.csv,Manual,2005.0,49.59994981549816,0.12055234439461883
849,9.0,Hyundai,Hatchback,Petrol,974.0,40000.0,4444.444444444444,Hyundai i20 Asta 1.2,542.0,0.49,73702.08,73702.08,main,cars_with_price_est_20k.csv,Manual,2016.0,135.98169741697419,1.842552
850,9.0,Mahindra,Other,Diesel,975.0,161327.0,17925.222222222223,Mahindra Scorpio S2 7 Seater,542.0,0.49,48657.6678384,48657.6678384,main,cars_with_price_est_20k.csv,Manual,2016.0,89.77429490479705,0.30160895472177623
851,18.0,Mahindra,Other,Diesel,977.0,50000.0,2777.777777777778,Mahindra Bolero DI,542.0,0.49,37511.193600000006,37511.193600000006,main,cars_with_price_est_20k.csv,Manual,2007.0,69.20884428044282,0.7502238720000001
852,7.0,Hyundai,Other,Petrol,978.0,6000.0,857.1428571428571,Hyundai Grand i10 1.2 Kappa Sportz BSIV,542.0,0.49,86145.5232,86145.5232,main,cars_with_price_est_20k.csv,Manual,2018.0,158.94007970479703,14.3575872
853,16.0,Hyundai,Other,Petrol,979.0,68000.0,4250.0,Hyundai Santro Xing XS,542.0,0.49,46835.63712,46835.63712,main,cars_with_price_est_20k.csv,Manual,2009.0,86.41261461254612,0.6887593694117647
854,13.0,Chevrolet,Other,Diesel,980.0,85000.0,6538.461538461538,Chevrolet Beat Diesel LS,542.0,0.49,54078.336,54078.336,main,cars_with_price_est_20k.csv,Manual,2012.0,99.77552767527676,0.6362157176470589
855,26.0,Maruti,Other,Petrol,981.0,35000.0,1346.1538461538462,Maruti Esteem VX,542.0,0.49,23392.61064,23392.61064,main,cars_with_price_est_20k.csv,Manual,1999.0,43.159798228782286,0.668360304
856,10.0,Honda,Other,Diesel,982.0,110000.0,11000.0,Honda Amaze S i-Dtech,542.0,0.49,60996.384000000005,60996.384000000005,main,cars_with_price_est_20k.csv,Manual,2015.0,112.53945387453875,0.5545125818181819
857,15.0,Mahindra,Other,Diesel,983.0,195000.0,13000.0,Mahindra Scorpio VLS AT 2.2 mHAWK,542.0,0.49,31342.600800000007,31342.600800000007,main,cars_with_price_est_20k.csv,Automatic,2010.0,57.827676752767545,0.1607312861538462
858,10.0,Maruti,Other,Petrol,984.0,46000.0,4600.0,Maruti Alto 800 LXI,542.0,0.49,58857.21504000001,58857.21504000001,main,cars_with_price_est_20k.csv,Manual,2015.0,108.59264767527677,1.2795046747826089
859,10.0,Hyundai,Other,Diesel,986.0,42000.0,4200.0,Hyundai Grand i10 CRDi Sportz,542.0,0.49,69759.2448,69759.2448,main,cars_with_price_est_20k.csv,Manual,2015.0,128.70709372693727,1.6609344
860,19.0,Hyundai,Other,Petrol,987.0,90000.0,4736.8421052631575,Hyundai Santro Xing XG AT,542.0,0.49,38813.4144,38813.4144,main,cars_with_price_est_20k.csv,Automatic,2006.0,71.61146568265683,0.43126016
861,13.0,Skoda,Other,Diesel,988.0,85000.0,6538.461538461538,Skoda Yeti Ambition 4X2,542.0,0.49,54078.336,54078.336,main,cars_with_price_est_20k.csv,Manual,2012.0,99.77552767527676,0.6362157176470589
862,13.0,Hyundai,Other,Diesel,989.0,120000.0,9230.76923076923,Hyundai Verna 1.6 SX,542.0,0.49,50280.192,50280.192,main,cars_with_price_est_20k.csv,Manual,2012.0,92.7678819188192,0.41900160000000003
863,12.0,Ford,Other,Diesel,990.0,72000.0,6000.0,Ford Ecosport 1.5 DV5 MT Titanium,542.0,0.49,58957.1424,58957.1424,main,cars_with_price_est_20k.csv,Manual,2013.0,108.77701549815498,0.8188491999999999
864,12.0,Maruti,Wagon,CNG/LPG,991.0,71000.0,5916.666666666667,Maruti Wagon R LXI CNG,542.0,0.49,50211.57672,50211.57672,main,cars_with_price_est_20k.csv,Manual,2013.0,92.64128546125461,0.7072053059154929
865,16.0,Maruti,Hatchback,Petrol,992.0,110000.0,6875.0,Maruti Swift Dzire VXi,542.0,0.49,36565.727040000005,36565.727040000005,main,cars_with_price_est_20k.csv,Manual,2009.0,67.46444103321033,0.33241570036363643
866,15.0,Volkswagen,Other,Diesel,993.0,144000.0,9600.0,Volkswagen Polo Diesel Trendline 1.2L,542.0,0.49,41716.2816,41716.2816,main,cars_with_price_est_20k.csv,Manual,2010.0,76.96730922509225,0.2896964
867,18.0,Hyundai,Other,Petrol,995.0,65000.0,3611.1111111111113,Hyundai Verna SX,542.0,0.49,42889.6368,42889.6368,main,cars_with_price_est_20k.csv,Manual,2007.0,79.13217121771218,0.6598405661538461
868,10.0,Honda,Other,Diesel,996.0,38000.0,3800.0,Honda Jazz 1.5 VX i DTEC,542.0,0.49,70274.7072,70274.7072,main,cars_with_price_est_20k.csv,Manual,2015.0,129.65813136531366,1.8493344
869,7.0,Hyundai,Hatchback,Diesel,998.0,37000.0,5285.714285714285,Hyundai i20 Active S Diesel,542.0,0.49,81519.92640000001,81519.92640000001,main,cars_with_price_est_20k.csv,Manual,2018.0,150.40576826568267,2.2032412540540545
870,7.0,Maruti,Other,Petrol,999.0,30000.0,4285.714285714285,Maruti Alto 800 LXI,542.0,0.49,70179.7536,70179.7536,main,cars_with_price_est_20k.csv,Manual,2018.0,129.4829402214022,2.33932512
871,7.0,Honda,Other,Petrol,1000.0,26000.0,3714.285714285714,Honda Amaze V CVT Petrol BSIV,542.0,0.49,83161.2672,83161.2672,main,cars_with_price_est_20k.csv,Automatic,2018.0,153.43407232472325,3.198510276923077
